Text,Datetime,Location,Hashtags,polarity,subjectivity
anc needs 23 majority change constitution land obviously need eff vote theyll act fast lose power 2019elections,17:12:20 21:50:36,"Cape Town, South Africa","['ANC', 'Constitution', 'EFF', '2019Elections']",0.1,0.55
clearly vote eff,17:04:03 14:42:10,Cape Town,['EFF'],0.1,0.3833333333333333
never trust political gangsters robbed anc thanks juliusmalema eff voting zuma,17:05:28 04:52:26,"Cape Town, South Africa","['southafrica', 'ANC', 'JuliusMalema', 'EFF', 'ZUMA']",0.1,0.15
least sum1 enjoying sona2017 getting klaps eff think know voted,17:02:09 19:14:33,"Cape Town, South Africa","['SONA2017', 'EFF']",0.1,0.5
zuma longer president anc early departure triggered parliament early election resignation,17:12:19 06:42:00,Johannesburg,"['Zuma', 'ANC']",0.1,0.3
eff voted twice made clear place tribalist malamulele municipality theyre vuwani,17:05:07 19:09:11,"Venda, South Africa","['EFF', 'Vuwani']",0.1,0.3833333333333333
reality anc elections ndz victory corruption spreads rt ready ret dlaminizuma 1st female president savesa sm gp,17:12:06 12:13:40,"Johannesburg, South Africa","['ANC', 'NDZ', 'Corruption', 'RET', 'DlaminiZuma']",0.1,0.3333333333333333
eff malema parliament must dissolve must go early electionstm,17:02:14 11:03:58,Midrand,['EFF'],0.1,0.3
anc adopt clear ancpolicy ret ancelectiveconference2017 become clear talk ret election rhetoric cannot ever believe 2019 far away see,17:12:18 13:59:15,South Africa,"['ANC', 'ANCPolicy', 'RET', 'ANCElectiveConference2017']",0.1,0.5888888888888889
ancconference2017 election system disenfranchises branch democratic rights mandated branch delegates influenced lobbying bribery vote differently sums anc corruption much democracyblatant stealing,17:12:17 18:19:49,Cape Town,"['ANCConference2017', 'ANC', 'RSA']",0.1,0.4
strategic victory sacp prove worth anc alliance worth controlling 50 vote least result metsimaholo,17:11:30 08:25:15,"Cape Town, South Africa","['SACP', 'ANC', 'Metsimaholo', 'SouthAfrica']",0.0999999999999999,0.2
isnt anc scheduling vote confidence zuma enough evidence state capture nothing enabling corruption last chance right thing anc,17:11:22 13:47:33,"Johannesburg, South Africa","['ANC', 'Zuma']",0.0952380952380952,0.3674603174603175
although anc vote whopping 10 metsimaholo ward also clear different dynamics play whilst overall swing away anc make worry 2019 always note swings always consistent look da growth,17:11:30 11:01:24,"Cape Town, South Africa","['Metsimaholo', 'ANC', 'DA']",0.0875,0.3083333333333333
whats funny opposition politics give yoself sleepless nites worrying anc54 yet da falling apart please recall delille loose colouredvote wc youdalimpofumalemaholomisa whatsapp group,17:12:18 20:38:34,"Campsbay,Cape Town,Western.C","['ANC54', 'DA', 'DeLille', 'ColouredVote', 'WC', 'DaliMpofu', 'Malema', 'Holomisa']",0.0865384615384615,0.6346153846153846
media channels sold wmc wmc fully supporting cr17 anc elections ramaphosa becomes president whites grace rule market public private vote people vote nation womanizer murderer anc54,17:12:18 06:33:21,South Africa,"['WMC', 'WMC', 'CR17', 'ANC', 'Ramaphosa', 'whites', 'Womanizer', 'Murderer', 'ANC54']",0.0833333333333333,0.2305555555555555
south africans prepare vote another political party anc never change dont expect zuma recalledbecause magashule duarte top sixwe deep trouble hereeff da udm ifp,17:12:18 17:43:02,"Johannesburg, South Africa.🌏","['EFF', 'DA', 'UDM', 'IFP']",0.075,0.3
south africans prepare vote another political party anc never change dont expect zuma recalledbecause magashule duarte top sixwe deep trouble hereeff da udm ifp,17:12:18 17:43:02,"Johannesburg, South Africa.🌏","['EFF', 'DA', 'UDM', 'IFP']",0.075,0.3
south africans prepare vote another political party anc never change dont expect zuma recalledbecause magashule duarte top sixwe deep trouble hereeff da udm ifp,17:12:18 17:43:02,"Johannesburg, South Africa.🌏","['EFF', 'DA', 'UDM', 'IFP']",0.075,0.3
imf warns large risks china financial system people expect refund fraudulent loans afforded npapartheidregime prior democratic elections 1994 repaid anc govt,17:12:07 17:13:23,"Cape Town, South Africa","['SOUTHAFRICA', 'NPApartheidRegime', 'ANC']",0.0714285714285714,0.1428571428571428
nkosasana nuts votes already counted hope former anc sliding fast anything possible zuma involved,17:11:27 08:48:27,South Africa,"['Nkosasana', 'ANC', 'Zuma']",0.0666666666666666,0.5333333333333333
shud learned corrupt anc zumas growing economy investors sans lying win votes looting enriching friendsampfamily b4 complete ruins anc zuma,17:11:10 07:51:20,South Africa,"['SA', 'CORRUPT', 'ANC', 'ZUMAs', 'Lying', 'WIN', 'VOTES', 'LOOTING', 'Enriching', 'Ruins', 'SA', 'ANC', 'Zuma']",0.0625,0.4999999999999999
anc ancgp ancmp anckzn anclim based branch nominations aware votes difficult justify ndz win would mean delegates voted wishes branches would branches decide individuals,17:12:05 05:25:17,South Africa,"['ANC', 'ANCGP', 'ANCMP', 'ANCKZN', 'ANCLIM', 'NDZ']",0.059375,0.584375
upcoming anc december confrence interesting one either anc never uniting 2019 elections tough amlive,17:11:13 05:14:38,"Durban, South Africa","['ANC', 'AMLive']",0.0555555555555555,0.6666666666666667
parliament debate da motion early elections next week,17:08:31 08:11:34,South Africa,['DA'],0.05,0.15
da maimane says preparations 2019 general elections well underway adds polls show anc 50 sabcnews,17:10:15 10:20:07,"Centurion, South Africa","['DA', 'sabcnews']",0.05,0.5
barely 24 hours since zumavote da calling dissolutionofparliament,17:08:09 17:02:21,"Cape Town, Western Cape","['ZumaVote', 'DA', 'DissolutionOfParliament']",0.05,0.1
anc cake continues crumble wont surprised split 2 different parties contest 2019 elections,17:12:20 10:06:32,"Johannesburg, South Africa",['ANC'],0.05,0.75
anthony rural votes may sustain anc elections2019 otherwise see reason alive beyond 2019,17:12:01 06:46:07,"MIDRAND,SOUTH AFRICA","['ANC', 'elections2019']",0.05,0.2
eff cllrs mogalecity demonstrated voting conscious possible consequences secretballot,17:07:11 23:47:10,Johannesburg,"['EFF', 'SECRETBALLOT']",0.05,0.75
dacongressgp election results announcedwill john moodey led da gauteng since 2012 reelected overthrown da ghaleb cachalia said standing public reps da thrown away like old tissues,17:11:18 14:54:41,"Johannesburg, South Africa","['DACongressGP', 'DA']",0.05,0.1333333333333333
da leader mmusi maimane today announce plan action following yesterday motion confidence vote parliament zumavote,17:08:09 10:02:01,"Johannesburg, South Africa","['DA', 'ZumaVote']",0.05,0.1
could missing votes secretary general anc bogus delegates let fresh elections sg position anc,17:12:19 07:53:00,"Tembisa, South Africa",['ANC'],0.0499999999999999,0.35
cut criminal cabal estranged even loyal anc voters hahaha ancmustfall incl,17:10:27 10:29:21,South Africa,"['ANC', 'ANCmustFall']",0.0444444444444444,0.5944444444444444
makhosikhoza launches changeparty contest 2019 elections reckon well ramaphosa loses well wins next month places eff da main damage anc,17:11:26 12:58:49,South Africa,"['MakhosiKhoza', 'ChangeParty', 'Ramaphosa', 'EFF', 'DA', 'ANC']",0.0416666666666666,0.1583333333333333
makhosikhoza launches changeparty contest 2019 elections reckon well ramaphosa loses well wins next month places eff da main damage anc,17:11:26 12:58:49,South Africa,"['MakhosiKhoza', 'ChangeParty', 'Ramaphosa', 'EFF', 'DA', 'ANC']",0.0416666666666666,0.1583333333333333
zuma promised many things many people gain votes people still trust zumas anc see daily abuse sans hard earned money selfish greedy ways vote anc u complain abt crime poverty joblosses inflation,17:12:01 08:07:55,South Africa,"['Zuma', 'ZumaS', 'ANC', 'Abuse', 'SAns', 'Selfish', 'Greedy', 'ANC', 'CRIME', 'Poverty', 'Joblosses', 'inflation']",0.0416666666666666,0.5083333333333333
anc lack credible opposition politics recent years put us voters hard place,17:12:17 05:05:28,South Africa,['ANC'],0.0361111111111111,0.4972222222222222
breaking news reports source close ndz predicts following votes support ndz anc president ndz 2600 votes cr17 2250 votes clear ndzvictory update later ancdecides anc54 anc,17:12:15 08:29:15,South Africa,"['NDZ', 'NDZ', 'CR17', 'NDZVictory', 'ANCDecides', 'ANC54', 'ANC']",0.0333333333333333,0.1611111111111111
anc54 68votes going away cloud hangs ancconference even various political analysts politicians try explain away even suggesting disgruntled anc leaders trying disrupt conference absentee delegates asleep cause quash rumors clear air,17:12:19 12:03:57,South Africa,"['ANC54', '68Votes', 'ANCConference', 'ANC', 'rumors']",0.0333333333333333,0.3277777777777778
eff says wont get anc back backdoor means early xmas present anc da atholtrollip nmb councilvote,17:11:30 07:10:47,"Cape Town, South Africa","['EFF', 'DA', 'AtholTrollip', 'NMB', 'CouncilVote']",0.0333333333333333,0.0999999999999999
mmusimaimane still adamant future lies outside anc voters,17:12:19 06:39:55,Bloemfontein,"['MmusiMaimane', 'ANC']",0.0333333333333333,0.2916666666666667
nquthu eff malema vote us wont threats threatened take away social grants,17:05:22 13:49:26,South Africa,"['Nquthu', 'EFF']",0.0333333333333333,0.0666666666666666
branches anc need put social media nominations might keep anc election cleaner vote counting,17:10:25 03:13:44,South Africa,"['ANC', 'ANC']",0.0333333333333333,0.0666666666666666
anc54 senzo mchunu supporters called recount votes ancelectiveconference claiming irregularities counting process cheated former kzn premier position secretary general anc,17:12:19 10:25:48,"Durban, South Africa","['ANC54', 'ANCElectiveConference', 'KZN', 'ANC']",0.025,0.25
obstruction push general elections 2019 da hungry bring back apartheid regime,17:08:07 05:12:52,"Mthatha, South Africa",['DA'],0.025,0.25
see exact attitude reason dont vote party u want us vote knew exactly party u referring keep treating us like shit shall keeping giving u smelly shit too2hell ancdecides2017 eff one ancdecides,17:12:17 08:48:07,"Centurion, South Africa","['ANCdecides2017', 'EFF', 'ANCdecides']",0.0249999999999999,0.525
ive never voted anc since first vote eff anc bunch losers,17:06:14 19:06:52,SOWETO,"['EFF', 'ANC']",0.0249999999999999,0.2666666666666666
poll anc done enough promote social cohesion vote,17:11:28 10:24:38,"Durban, South Africa","['POLL', 'ANC']",0.0166666666666666,0.2833333333333333
anc national conference vote rigging written province anckzn review nominations results nomination process run apparently 2 booklets werent submitted shouldnt mean decrease right,17:12:05 09:07:39,"Pretoria, South Africa","['ANC', 'ANCKZN']",0.0077380952380952,0.5244047619047619
exactly da done regard zille appease black racists eff clearly racist black voters,17:06:13 11:02:50,"Pietermaritzburg, SouthAfrica",['EFF'],0.0041666666666666,0.375
ancyl ancwl parent anc people appointed rule reason credit downgrade replace incompetent guptacaptured south african voters get rid anc next elections clean ship,17:11:26 03:39:16,"Nelson Mandela Bay, SA","['ANCYL', 'ANCWL', 'ANC']",0.0041666666666666,0.2666666666666667
anc rather well municipal elections held yesterday suggests zuma catastrophe might bad party good probability still majority 2019,17:12:14 10:11:45,"Grahamstown, South Africa","['ANC', 'Zuma']",5.551115123125783e-17,0.6333333333333333
voteofnoconfidence jbmarks mayor speaker soon potchefstroom eff walked da request secretballot denied speaker,17:11:28 10:01:18,"Potchefstroom, South Africa","['VoteOfNoConfidence', 'JBMarks', 'Potchefstroom', 'EFF', 'SecretBallot']",0.0,0.0
condemneff attacking stick daytime job like counting voters anc share zumaspuppet eff,17:02:06 11:05:56,South Africa,"['CondemnEFF', 'ZumasPuppet', 'EFF']",0.0,0.0
marvel maturity eff hhhhhhh think may voting eff come 2019 thinkingoutloud,17:11:21 18:41:25,"Kempton Park, South Africa","['EFF', 'EFF']",0.0,0.0
mpofu continuing voting thy wl b putting lives dangerwe wanna freeeff,17:02:03 16:49:15,"Randburg, South Africa",['EFF'],0.0,0.0
eff also got transportation tactic anc getting services local taxies transport elderly citizens voting stations,17:11:29 07:36:58,South africa,"['EFF', 'ANC']",0.0,0.0
people vote eff,17:02:03 09:51:10,"Johannesburg, South Africa",['EFF'],0.0,0.0
eff welcomes removal presiding officer metsimaholo voting station tuesday,17:11:28 13:40:48,South Africa,"['EFF', 'METSIMAHOLO']",0.0,0.0
people say next coming election sona2017 anc eff da,17:02:09 18:19:15,Pretoria,"['SONA2017', 'ANC', 'eff', 'DA']",0.0,0.0
eff guest metsimaholo debate panel saying fokkor metsimaholobyelection specialassignment sabcnews,17:11:27 19:41:35,South Africa,"['EFF', 'Metsimaholo', 'MetsimaholoByElection', 'SpecialAssignment', 'SABCNews']",0.0,0.0
voted 4 make leaving hell 4 de anc eff,17:02:09 18:49:09,Johannesburg,['EFF'],0.0,0.0
know still going vote eff sona2017 eff,17:02:09 20:32:07,"Randfontein, South Africa","['SONA2017', 'EFF']",0.0,0.0
smalema interpreted otherwise saying voted power via respective political parties eff da anc etc also criminals asijiki eff ruralismyhome,17:11:22 08:00:39,"South Africa, Mokopane","['Asijiki', 'EFF', 'Rural_is_My_Home']",0.0,0.1
us urged eff leader smalema vote da 2016 may unholy alliance end soon,17:11:25 16:36:04,South Africa ,"['EFF', 'DA']",0.0,0.0
smalema rather voting eff rather go back anc wena julius wa tshosa u collapse country within minutes u getting power,17:11:22 08:08:19,"Mabopane, South Africa","['EFF', 'ANC', 'Power']",0.0,0.0
anc meet eff gain support 2nd vote confidence johannesburgs mayor herman mashaba,17:11:14 02:41:14,"Centurion, South Africa","['ANC', 'EFF', 'Johannesburg', 'Mashaba']",0.0,0.0
people call vote noconfidence political parties fighting rome burning anc da eff,17:02:15 06:00:33,South Africa,"['SouthAfrica', 'NoConfidence', 'ANC', 'DA', 'EFF']",0.0,0.1
retweeted lesego madikwe lesego know still going vote eff sona2017 eff,17:02:09 20:48:58,"Mogale City, South Africa","['SONA2017', 'EFF']",0.0,0.0
rt lee cosatu dlamini says doesnt think anc caucus refused vote eff,17:03:02 11:08:32,"Mpumalanga, South Africa ","['Cosatu', 'EFF']",0.0,0.0
mpofu vote eff let land foreigners thats fact land dont land eff us,17:02:28 18:33:30,SOWETO,"['Vote', 'EFF']",0.0,0.0
leninist eff wits students election shows shortsighted illinformed youth nonsensical,17:10:20 06:40:21,"Johannesburg, South Africa",['EFF'],0.0,0.0
2017 src election results across universities anything go eff play big role 2019 beyond witssrcelections,17:10:19 18:44:47,"Johannesburg, South Africa","['EFF', 'WitsSRCelections']",0.0,0.1
another valid reason every student vote party realy cares eff bonginkosikhanyile,17:03:02 05:20:24,South Africa,"['EFF', 'BonginkosiKhanyile']",0.0,0.0
doublestandards eff expect anc delegates vote eff noconfidence debate zuma,17:10:18 23:17:18,South Africa,"['doubleStandards', 'EFF', 'ANC', 'noconfidence', 'Zuma']",0.0,0.0
voteeff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff effsc,17:10:18 12:00:11,"Mthatha,South Africa","['VoteEFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFFSC']",0.0,0.0
voteeff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff effsc,17:10:18 06:50:43,"Mthatha,South Africa","['VoteEFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFFSC']",0.0,0.0
eff malema says people want duduzane father prosecuted must stop voting family party,17:10:17 11:13:18,"Soweto, South Africa",['EFF'],0.0,0.0
fighter chris brown says vote eff fearfokol witseff,17:10:17 07:15:14,"johannesburg, south africa","['EFF', 'FearFokol', 'WITSEFF']",0.0,0.0
eff votes possible change constitution suit majority south africans go zuma go,17:03:05 15:41:53,South Africa,['EFF'],0.0,1.0
eff promoting violence heading elections 2019 tell people tolerance mps like,17:02:10 05:13:24,UPINGTON,['EFF'],0.0,0.0
goddess busi wonder blacks still vote 4 da coz dont policy whatsoever land eff must expose racist school,17:10:14 08:25:18,"Durban, South Africa",['EFF'],0.0,0.0
rather vote myanc next time longer support eff,17:10:13 17:08:57,South Africa,"['MyANC', 'EFF']",0.0,0.0
eff hipocrites asked anc mps vote opposition fire voted anc,17:10:09 19:39:59, South Africa,['EFF'],0.0,0.0
toe party line eff mogalecity councillors voted anc expelled,17:10:08 15:56:24,South Africa,"['EFF', 'MogaleCity', 'ANC']",0.0,0.0
alert eff eff expelled six mogale city councillors defied organisation voting anc kokem,17:10:08 12:03:36,South Africa,"['ALERT', 'EFF']",0.0,0.0
simply voted eff last week parliament,17:03:08 06:58:00,"Pretoria, South Africa",['EFF'],0.0,0.2119047619047619
eff nothing distinguish ancwho vote question,17:03:09 20:05:17,Cape Town,"['EFF', 'ANC']",0.0,0.0
land thieves vote poll anc da eff,17:03:09 20:33:40,South Africa,"['Land', 'Thieves', 'Poll', 'ANC', 'DA', 'EFF']",0.0,0.0
crush tells vote eff,17:03:10 14:07:49,"Johannesburg, South Africa",['EFF'],0.0,0.0
eff wining src elections univesities worried thisour youth leader fokol mobilize,17:10:20 06:52:34,South Africa,['EFF'],0.0,0.0
u speak fighting white monopoly capital whats vote motion brought forth eff landreform,17:02:28 15:41:54,"Johannesburg, South Africa","['EFF', 'LandReform']",0.0,0.0
dt ian ollis rt phumlani majozi leninist eff wits students election show,17:10:20 07:47:35,"Johannesburg, South Africa",['EFF'],0.0,0.0
start eff giving votes take land tshwane joburg nelson mandela landdebate,17:02:28 14:18:55,"Cape Town, Western Cape","['EFF', 'LandDebate']",0.0,0.0
mpofu eff vote,17:02:11 08:10:45,Cape town,['eff'],0.0,0.0
weve send eff parliament represent us anc send thugs fight eff voted thugs 2 defend no1 tsotsi anc tsotsi,17:02:12 07:41:00,Pretoria,"['EFF', 'Anc']",0.0,0.0
eff malema says even get majority votes still subjected constitution must compliant,17:02:14 10:11:03,Johannesburg,['EFF'],0.0,0.0
eff anc going lose gp must blame zuma inability deal zuma eating votes malema,17:02:14 10:29:42,"Johannesburg, South Africa",['EFF'],0.0,0.0
eff recognised sliding voter support,17:11:07 11:42:51,"Pietermaritzburg, South Africa",['Eff'],0.0,0.0
malema strategy gave us 12mn votes 2016 emotion science eff,17:02:14 10:44:24,"Johannesburg, South Africa",['EFF'],0.0,0.0
vote anc possibly even eff enabling continuation corruption jacquesoneusebius thepresidentskeepers,17:11:07 09:34:12,"Port Elizabeth, South Africa","['ANC', 'EFF', 'JacquesOnEusebius', 'ThePresidentsKeepers']",0.0,1.0
southafricagt byelection results eastern cape bcm ward 27 anc 2156 votes da 1562 votes eff 120 votes ufec10 votes,17:11:03 06:24:56,South Africa,"['SouthAfrica', 'ANC', 'DA', 'EFF']",0.0,0.0
definitely power next elections eff,17:02:14 10:57:17,South Africa,['EFF'],0.0,0.25
im unconcerned anc splits implodes shall im concerned eff making debased thieving promises votes musical chairs,17:10:28 09:30:30,South Africa,['EFF'],0.0,0.0
weve telling anc rid years keeping brings votes eff da,17:10:27 01:45:03,South Africa,"['ANC', 'EFF', 'DA']",0.0,0.0
seems anc decided urgently needs effs 8 vote back offset electoral losses,17:02:14 19:30:31,"Cape Town, South Africa","['ANC', 'EFF', 'southafrica']",0.0,0.0
voted cancer cry self inflicted injuries go vote wannabe thieves like eff grow,17:10:26 07:06:23,South Africa,['EFF'],0.0,0.0
eff laid fraud charges iec official says want iec national come beef metsimaholo byelections sabcnews,17:11:29 11:52:56,"Bloemfontein, South Africa","['EFF', 'Metsimaholo', 'SABCNews']",0.0,0.0
2019 wits src elections effsc 12 seats eff aligned pya anc aligned 3 seats total 15 seats daso 0,17:10:20 16:30:05,"Pretoria, South Africa",['EFF'],0.0,0.75
whoever voted eff mara want premier gp address province,17:02:20 09:50:47,Johannesburg,['EFF'],0.0,0.0
iccwithdrawal knowing numbers eff either abstainingvoting 4 withdrawal would anc go 2 parliament,17:02:23 03:54:43,"Daveyton, South Africa","['ICCwithdrawal', 'EFF', 'ANC', 'Parliament']",0.0,0.0
mina avenge pfuki va vone vote ya mina ka anc im giving eff chance prove selfs,17:02:26 21:01:36,SOWETO,['EFF'],0.0,0.0
anc rejects proposition 6 voting power eff amend constitution landdebate,17:02:28 13:10:23,South Africa,"['EFF', 'LandDebate']",0.0,0.0
anc expects support eff noconfidence vote mashaba da gama hermanmashaba,17:11:29 11:02:19,South Africa,"['ANC', 'EFF', 'HermanMashaba']",0.0,0.0
effs attitude towards mogale city councellors voted approve anc budget hypocritical,17:07:20 05:14:29,"Johannesburg, Azania",['EFF'],0.0,0.0
vote confidence trolip ngomso news covering thisnowmc always present bay metro eff anc da udm,17:11:29 15:17:52,"Azania, South Africa","['eff', 'anc', 'da', 'udm']",0.0,0.0
remember cic said dont vote rather vote ifp nquthu people spoken malema,17:05:25 12:31:20,South Africa,"['IFP', 'Nquthu', 'Malema']",0.0,0.0
nquthubyelections distance nquthu nkandla 53km abantu abaseduze naye bayakhuluma asilaleleni satafrika congrats ifp,17:05:25 14:34:55,"Sebokeng, South Africa","['NquthuByElections', 'nquthu', 'nkandla', 'IFP']",0.0,0.0
ifp takes back nquthu municipality ifp nquthubyelections victory,17:05:25 14:55:05,South Africa,"['IFP', 'NquthuByElections', 'Victory']",0.0,0.0
1999 formation mdc proposed land reform policy caught zanu guard knew would lose next electionthe eff may played mdc1999 zim1999 sa2017 disaster looming paradise,17:12:28 20:01:04,South Africa,"['MDC', 'zanu', 'EFF', 'MDC1999', 'Zim1999', 'SA2017']",0.0,0.0
ancvotes da eff,17:12:25 12:19:07,"Pretoria, South Africa","['ANCVotes', 'DA', 'EFF']",0.0,0.0
indeed ifp got 20 000 votes nquthu,17:05:26 13:28:43,Johannesburg,['IFP'],0.0,0.0
water tanks removed nquthu ifps victory byelections ifp accuses anc anc denies allegations,17:06:05 17:02:20,South Africa,"['Nquthu', 'IFP', 'ANC']",0.0,0.0
eff give anc necessary votes get us land resources soon done compete governance checkmate,17:12:23 11:40:51,"Cape Town, South Africa","['EFF', 'ANC', 'CheckMate']",0.0,1.0
must read anc ifp wrap campaigns ahead pongola byelection read gtgt,17:06:13 08:45:06,South Africa,"['ANC', 'IFP', 'Pongola']",0.0,0.0
anc dying da self destructing ff parties score come election2019 ifp eff ffp,17:06:13 10:17:15,"Johannesburg, South Africa","['Election2019', 'IFP', 'EFF', 'FFP']",0.0,0.0
ifp elections 1994 mangosuthu buthelezi would still president south africa,17:06:19 08:11:27,South Africa,['IFP'],0.0,0.0
eff votes along da landexpropriation issue spite anc anc54,17:12:22 12:39:13,South Africa,"['EFF', 'LandExpropriation', 'ANC', 'ANC54']",0.0,0.0
agree mayi also thinking voting eff 2019 anymore anc back theres hope,17:12:21 14:27:56,Johannesburg,"['EFF', 'ANC']",0.0,0.0
zuma anc never united party mashele kzn anc losing votes ifp,17:08:14 07:57:54,"Johannesburg, South Africa","['ANC', 'IFP']",0.0,0.0
land policy nothing election manifesto aimed containing eff rise know get 23rd vote opposition raise motion theyll rely support time delay gimmick anc54,17:12:21 03:19:04,"Johannesburg, South Africa","['EFF', 'ANC54']",0.0,0.0
poll knowing funds political party affect vote partyfunding anc da eff ifp nfp,17:10:03 06:10:23,South Africa,"['partyfunding', 'ANC', 'DA', 'EFF', 'IFP', 'nfp']",0.0,0.1
odingas pull frm kenyas election rerun like ifps threat stay sas 1994 poll odinga capitulate last minute,17:10:10 14:56:45,South Africa,"['Odinga', 'Kenya', 'election', 'IFP', 'SA']",0.0,0.0666666666666666
vdmerwe face ifp twitter never embarrass vote ifp always point,17:11:03 09:22:34,South Africa,['IFP'],0.0,0.0
anc54 68votes issue resolved ancconference opposition party eff national chairperson mpofu reportedly lead court challenge brought anc delegates surrealistic,17:12:20 08:38:43,South Africa,"['ANC54', '68Votes', 'ANCConference', 'EFF', 'ANC']",0.0,0.0
anc54 68votes issue stirred deliberately resolved ancconference reported opposition party eff national chairperson mpofu lead court challenge brought anc delegates surrealistic,17:12:20 08:31:53,South Africa,"['ANC54', '68Votes', 'ANCConference', 'EFF', 'ANC']",0.0,0.0
mugaberesigns man never dictator party every elections party always chose lead like buthelezi asked ifp lead 30 years zanupf kept voted anc please learn,17:11:21 19:48:27,"Polokwane, South Africa","['MugabeResigns', 'Buthelezi', 'IFP', 'ZanuPF', 'ANC']",0.0,0.0
ifp beats anc kzn byelection,17:12:01 08:47:39,South Africa,"['IFP', 'ANC']",0.0,0.0
vote ifp mhlazana kwakhula lendlovu encane democracy,17:12:22 07:05:33,Johannesburg,"['IFP', 'democracy']",0.0,0.0
anc54 68votes issue resolved ancconference reported opposition party eff national chairperson mpofu lead court challenge brought anc delegates surrealistic,17:12:20 08:28:11,South Africa,"['ANC54', '68Votes', 'ANCConference', 'EFF', 'ANC']",0.0,0.0
oops forgot south africa hear marikana killingsunder ramaphosa 2024 elections compliments eff god mercy u may join hardybro,17:12:29 22:20:10,"Campsbay,Cape Town,Western.C","['MARIKANA', 'EFF', 'Hardybro']",0.0,0.0
watch official inkatha freedom party captured nquthu ifp nquthu nquthubyelections,17:05:25 12:26:09,"East London, South Africa","['IFP', 'Nquthu', 'NquthuByElections']",0.0,0.0
anc54 68votes issue resolved ancconference reported opposition party eff national chairperson mpofu lead court challenge brought anc delegates surrealistic,17:12:20 08:21:08,South Africa,"['ANC54', '68Votes', 'ANCConference', 'EFF', 'ANC']",0.0,0.0
smalema agree call eff irresponsible let also give credit eff achieved anc would adopted progressive ret policies threat loosing members votes parties progressive,17:12:31 04:37:43,South Africa,"['EFF', 'RET']",0.0,0.0
crowds getting fired da noconfidencevote caperown,17:08:08 08:10:53,Cape Town,"['DA', 'NoConfidenceVote', 'caperown']",0.0,0.0
buthelezi says next motion confidence futile exercise says doesnt imagine anc mps voting president ifp,17:04:03 14:34:55,"Johannesburg, South Africa",['IFP'],0.0,0.0
opposing corners gtgt blue red united pride nation belong da eff voteofnoconfidence,17:08:08 07:29:40,"Cape Town, South Africa","['DA', 'EFF', 'VoteOfNoConfidence']",0.0,0.05
da votes zuma get bigger piece pie 2019,17:08:08 07:21:38,South Africa,"['DA', 'Zuma']",0.0,0.5
ifp hlengwa told captured syllabus anc whip mnguni screamed gupta ruraldevelopment budgetvote2017,17:05:19 10:12:59,Cape Town,"['IFP', 'Hlengwa', 'ANC', 'MNguni', 'Gupta', 'ruraldevelopment', 'BudgetVote2017']",0.0,0.0
breaking news sacp says support president zuma vote noconfidence secretballlot anc da eff,17:08:07 20:14:08,South Africa,"['SACP', 'Zuma', 'NoConfidence', 'SecretBalllot', 'ANC', 'DA', 'EFF']",0.0,0.0
thwitha nquthu elections results ifp 14 17wards pple ground indeed spoken,17:05:25 09:39:34,"Pretoria, South Africa","['Nquthu', 'IFP']",0.0,0.0
one could argue vote noconfidence secretballot works protect noconscience mbete anc da eff,17:08:07 15:47:36,South Africa,"['NoConfidence', 'SecretBallot', 'NoConscience', 'Mbete', 'ANC', 'DA', 'EFF']",0.0,0.0
secretballot noconfidencevote anc da eff futuresa,17:08:07 11:20:45,South Africa,"['SECRETBALLOT', 'noconfidencevote', 'ANC', 'DA', 'EFF', 'SouthAfrica', 'FutureSA']",0.0,0.0
thank ifp work nquthu food parcel buy votes anymore amlive,17:05:25 10:05:20,South Africa,"['IFP', 'Nquthu', 'AMLive']",0.0,0.0
air ifp kwazulunatal secretary velenkosini hlabisa line partys byelection victory nquthu dstv 403,17:05:25 10:06:28,South Africa,"['IFP', 'Nquthu', 'DStv']",0.0,0.0
ifp takes back nquthu municipality ifp nquthubyelections victory,17:05:25 10:23:03,South Africa,"['IFP', 'NquthuByElections', 'Victory']",0.0,0.0
parents siblings voted ifp nquthu,17:05:25 10:56:54,"Johannesburg, South Africa","['ifp', 'Nquthu']",0.0,0.0
ifp celebrates victory nquthu byelections details coming shortly sabcnews,17:05:25 11:04:11,"Durban, South Africa","['IFP', 'Nquthu', 'sabcnews']",0.0,0.3
ubaba told nquthu residentsdont vote 4 party going anything 4 uyazthey listenedamptheyaccordingly voted 4 ifp txo,17:05:25 11:18:46,"Pretoria, South Africa","['Nquthu', 'IFP']",0.0,0.0
